example_id,press,ratio,answer,score,elapsed_s,orig_tokens,kept_tokens,mem_bytes
synthetic_16,snapkv,0.5, The patient was started on lisinopril (aACE inhibitor) at a dose of 4,0.11764705882352941,0.8615219593048096,264,132,3244032
synthetic_16,snapkv,0.7, The patient was started on aspirin and clopidogrel. The patient was started on aspirin,0.0,0.8630766868591309,264,79,1941504
synthetic_16,domain_aware,0.3, Lisinopril 10 mg daily. The patient was started on lisinopril ,0.4285714285714285,0.8465638160705566,264,185,4546560
synthetic_16,domain_aware,0.5, Lisinopril 10 mg daily. The patient was started on lisinopril ,0.4285714285714285,0.8223481178283691,264,132,3244032
synthetic_16,domain_aware,0.7, The patient was started on lisinopril 40 mg daily. The patient was started on,0.22222222222222224,0.8205728530883789,264,79,1941504
synthetic_17,oracle,0.0, Aspirin 81 mg daily.,0.75,0.519813060760498,271,271,6660096
synthetic_17,random,0.3," Started aspirin 81 mg daily at what dose is not specified.
Answer: Started aspirin",0.4444444444444445,0.8280830383300781,271,189,4644864
synthetic_17,random,0.5," Started and at what dose?
Answer: Started and at what dose?
Answer: Started and at what",0.0,0.8270859718322754,271,135,3317760
synthetic_17,random,0.7," Aspirin 138

The patient is a 66-year-old female. As",0.15384615384615383,0.8234748840332031,271,81,1990656
synthetic_17,knorm,0.3, Aspirin 80 mg daily. The patient was started on aspirin 80 mg,0.25,0.8260951042175293,271,189,4644864
synthetic_17,knorm,0.5, Aspirin 80 mg daily. The patient was started on aspirin 80 mg,0.25,0.8484911918640137,271,135,3317760
synthetic_17,knorm,0.7, Aspirin 75 mg daily. The patient was started on aspirin 75 mg,0.25,0.8513338565826416,271,81,1990656
synthetic_17,snapkv,0.3, Aspirin 81 mg daily. The patient was started on aspirin 81 mg,0.375,0.8415558338165283,271,189,4644864
synthetic_17,snapkv,0.5, The patient was started on aspirin and the dose was 75 mg orally every 4 hours,0.2,0.8470232486724854,271,135,3317760
synthetic_17,snapkv,0.7," The patient was started on a course of antibiotics, including ceftriaxone and amoxic",0.0,0.83648681640625,271,81,1990656
synthetic_17,domain_aware,0.3, Aspirin 80 mg daily. The patient was started on aspirin 80 mg,0.25,0.8532869815826416,271,190,4669440
synthetic_17,domain_aware,0.5, Aspirin 80 mg daily. The patient was started on aspirin 80 mg,0.25,0.8480010032653809,271,136,3342336
synthetic_17,domain_aware,0.7, Aspirin 75 mg daily. The patient was started on aspirin 75 mg,0.25,0.8418292999267578,271,81,1990656
synthetic_18,oracle,0.0, Lisinopril 10 mg daily.,0.75,0.5552349090576172,269,269,6610944
synthetic_18,random,0.3," Lisopril 10 mg daily
The patient was prescribed lisopril 10 mg",0.39999999999999997,0.8398008346557617,269,188,4620288
synthetic_18,random,0.5," Lisinopril 10 mg daily
Lisinopril 10 mg daily",0.6666666666666666,0.8319361209869385,269,134,3293184
synthetic_18,random,0.7," Hype.
Assessment: Not concerning for for for for for for for for for for for for",0.0,0.8289039134979248,269,80,1966080
synthetic_18,knorm,0.3, Lisinopril 10 mg daily.,0.75,0.5479199886322021,269,188,4620288
synthetic_18,knorm,0.5, Lisinopril 40 mg daily. Lisinopril 40 mg daily.,0.3333333333333333,0.8412837982177734,269,134,3293184
synthetic_18,knorm,0.7, The patient was started on lisinopril 40 mg daily. The patient was started on,0.22222222222222224,0.8506448268890381,269,80,1966080
synthetic_18,snapkv,0.3, Lisinopril 10 mg daily. The patient was started on lisinopril ,0.4285714285714285,0.8606579303741455,269,188,4620288
synthetic_18,snapkv,0.5, The patient was started on lisinopril (a medication used to treat high blood pressure) at,0.10526315789473685,0.8459000587463379,269,134,3293184
synthetic_18,snapkv,0.7," The patient was started on a course of antibiotics, likely a combination of a fluoroquinolone",0.0,0.840886116027832,269,80,1966080
synthetic_18,domain_aware,0.3, Lisinopril 10 mg daily.,0.75,0.55324387550354,269,188,4620288
synthetic_18,domain_aware,0.5, Lisinopril 10 mg daily.,0.75,0.5531060695648193,269,134,3293184
synthetic_18,domain_aware,0.7, The patient was started on lisinopril 10 mg daily. The patient was started on,0.3333333333333333,0.8436920642852783,269,81,1990656
synthetic_19,oracle,0.0, Aspirin 81 mg daily.,0.75,0.5239360332489014,271,271,6660096
synthetic_19,random,0.3," Aspirin 81 mg daily
Dose: 81 mg daily
Shortage",0.6153846153846153,0.8342041969299316,271,189,4644864
synthetic_19,random,0.5," Multivitamin 81 mg daily.

What is the patient's vital signs at this time?
",0.23529411764705882,0.8392529487609863,271,135,3317760
synthetic_19,random,0.7," Shortness of breath for the past 2 days with no prior similar symptoms.

Working Diagnosis:
Short",0.0,0.8310098648071289,271,81,1990656
synthetic_19,knorm,0.3, Aspirin 80 mg daily. The patient was started on aspirin 80 mg,0.25,0.837853193283081,271,189,4644864
synthetic_19,knorm,0.5, Aspirin 80 mg daily. The patient was started on aspirin 80 mg,0.25,0.8510169982910156,271,135,3317760
synthetic_19,knorm,0.7, Aspirin 75 mg daily. Aspirin 75 mg daily. Aspir,0.30769230769230765,0.8359849452972412,271,81,1990656
synthetic_19,snapkv,0.3, Aspirin 81 mg daily. The patient was started on aspirin 81 mg,0.375,0.8429889678955078,271,189,4644864
synthetic_19,snapkv,0.5, The patient was started on aspirin and the dose was 75 mg orally every 6 hours,0.2,0.8435652256011963,271,135,3317760
synthetic_19,snapkv,0.7," The patient was started on a course of antibiotics, likely a combination of a fluoroquinolone",0.0,0.841576099395752,271,81,1990656
synthetic_19,domain_aware,0.3, Aspirin 80 mg daily. The patient was started on aspirin 80 mg,0.25,0.836529016494751,271,190,4669440
synthetic_19,domain_aware,0.5, Aspirin 80 mg daily. The patient was started on aspirin 80 mg,0.25,0.8498239517211914,271,136,3342336
synthetic_19,domain_aware,0.7, Aspirin 75 mg daily. The patient was started on aspirin 75 mg,0.25,0.836575984954834,271,81,1990656
pubmedqa_21645374,oracle,0.0," Yes, mitochondria play a role in remodelling lace plant leaves during programmed cell death. Mit",1.0,0.9006118774414062,370,370,9093120
pubmedqa_21645374,random,0.3," Yes, mitochondria play a role in remodelling lace plant leaves during programmed cell death. The",1.0,0.8997712135314941,370,259,6365184
pubmedqa_21645374,random,0.5," Yes, it does. The lace plant leaves of A. madagascariensis consist of l",1.0,0.8875241279602051,370,185,4546560
pubmedqa_21645374,random,0.7, The following paper paper paper paper paper paper paper paper lace leaves with with with with with with with with,0.0,0.8849401473999023,370,111,2727936
pubmedqa_21645374,knorm,0.3," Yes, mitochondria play a role in remodelling lace plant leaves during programmed cell death. The",1.0,0.9082257747650146,370,259,6365184
pubmedqa_21645374,knorm,0.5," Yes, mitochondria play a role in remodelling lace plant leaves during programmed cell death. The",1.0,0.8873567581176758,370,185,4546560
pubmedqa_21645374,knorm,0.7," Yes, mitochondria play a role in remodelling lace plant leaves during programmed cell death. During",1.0,0.8819570541381836,370,111,2727936
pubmedqa_21645374,snapkv,0.3," Yes, mitochondria play a role in remodelling lace plant leaves during programmed cell death. The",1.0,0.9050657749176025,370,259,6365184
pubmedqa_21645374,snapkv,0.5," Yes, mitochondria play a role in remodelling lace plant leaves during programmed cell death. The",1.0,0.8918118476867676,370,185,4546560
pubmedqa_21645374,snapkv,0.7," Yes, mitochondria play a role in remodelling lace plant leaves during programmed cell death. The",1.0,0.8958289623260498,370,111,2727936
pubmedqa_21645374,domain_aware,0.3," Yes, mitochondria play a role in remodelling lace plant leaves during programmed cell death. The",1.0,0.9049181938171387,370,259,6365184
pubmedqa_21645374,domain_aware,0.5," Yes, mitochondria play a role in remodelling lace plant leaves during programmed cell death. The",1.0,0.8963780403137207,370,185,4546560
pubmedqa_21645374,domain_aware,0.7," Yes, mitochondria play a role in remodelling lace plant leaves during programmed cell death. The",1.0,0.8859150409698486,370,111,2727936
pubmedqa_16418930,oracle,0.0," Yes

Landolt C and Snellen E acuity: differences in amblyopia?
Answer:",0.0,0.896125078201294,361,361,8871936
pubmedqa_16418930,random,0.3," Yes
Answer: No
Answer: Yes
Answer: No
Answer: Yes
Answer:",0.0,0.8969330787658691,361,252,6193152
pubmedqa_16418930,random,0.5," Landolt C and Snellen e acuity: differences in strabismus amblyopia?
",0.0,0.885357141494751,361,180,4423680
pubmedqa_16418930,random,0.7," differences in strabismus amblyopia?
even if if if if if if if if if",0.0,0.8829822540283203,361,108,2654208
pubmedqa_16418930,knorm,0.3, Landolt C acuity is higher than Snellen E acuity in amblyopia due to str,0.0,0.8939907550811768,361,252,6193152
pubmedqa_16418930,knorm,0.5, Landolt C and Landolt e acuity are similar in amblyopia. Landolt C ac,0.0,0.890408992767334,361,180,4423680
pubmedqa_16418930,knorm,0.7, Landolt C and Snellen E acuity: differences in strabismus and amblyopia,0.0,0.8815240859985352,361,108,2654208
pubmedqa_16418930,snapkv,0.3," Yes

Landolt C and snellen e acuity: differences in amblyopia?
Answer:",0.0,0.921118974685669,361,252,6193152
pubmedqa_16418930,snapkv,0.5," Yes

Landolt C and snellen e acuity: differences in amblyopia?
Answer:",0.0,0.9447731971740723,361,180,4423680
pubmedqa_16418930,snapkv,0.7, The results of the Landolt C and Snellen e acuity tests were similar in the entire group,0.0,0.9245970249176025,361,108,2654208
pubmedqa_16418930,domain_aware,0.3," Yes
Explanation: The results of the study show that the mean decimal values for Landolt C ac",0.0,0.8970859050750732,361,253,6217728
pubmedqa_16418930,domain_aware,0.5," Yes, the Landolt C and Snellen e acuity differ in strabismus ambly",0.0,0.8911731243133545,361,180,4423680
pubmedqa_16418930,domain_aware,0.7, Landolt C and Snellen e acuity are similar in the amblyopia of strabism,0.0,0.8876588344573975,361,108,2654208
pubmedqa_9488747,oracle,0.0," Yes.
Explanation:
The case report describes a series of eight infants aged 2 to 15",1.0,0.8582651615142822,235,235,5775360
pubmedqa_9488747,random,0.3," Syncope during bathing in infants, a pediatric form of water-induced urticaria. Syncope during",0.0,0.8213379383087158,235,164,4030464
pubmedqa_9488747,random,0.5," The diagnosis of water-induced urticaria in infants is confirmed.
Case: A 10-month",0.0,0.8358650207519531,235,117,2875392
pubmedqa_9488747,random,0.7, a difficult and difficult and difficult and difficult and difficult and difficult and difficult and difficult and difficult and difficult,0.0,0.8230040073394775,235,70,1720320
pubmedqa_9488747,knorm,0.3," Yes. Syncope during bathing in infants, a pediatric form of water-induced urticaria is a",1.0,0.8171780109405518,235,164,4030464
pubmedqa_9488747,knorm,0.5," Yes. Syncope during bathing in infants, a pediatric form of water-induced urticaria, is",1.0,0.821829080581665,235,117,2875392
pubmedqa_9488747,knorm,0.7," Yes

The patient was a 10-month-old boy who had been admitted to the hospital with",1.0,0.812269926071167,235,70,1720320
pubmedqa_9488747,snapkv,0.3," Yes.
Explanation:
The answer is ""Yes."" The case report describes a series of infants who experienced",1.0,0.8266160488128662,235,164,4030464
pubmedqa_9488747,snapkv,0.5," Yes.
Explanation:
The answer is ""Yes."" The case report describes a pediatric form of water-induced",1.0,0.8262579441070557,235,117,2875392
pubmedqa_9488747,snapkv,0.7," Yes.
Question:
Is it possible that the infants suffering from water-induced urticaria are also suffering",1.0,0.8272039890289307,235,70,1720320
pubmedqa_9488747,domain_aware,0.3," Yes. Syncope during bathing in infants, a pediatric form of water-induced urticaria is a",1.0,0.816641092300415,235,164,4030464
pubmedqa_9488747,domain_aware,0.5," Yes.
Explanation: The syncope during bathing in infants is a pediatric form of water-induced urtic",1.0,0.8139019012451172,235,118,2899968
pubmedqa_9488747,domain_aware,0.7," Yes.
Question:
What is the most likely cause of the syncope during bathing in infants? Syn",1.0,0.81290602684021,235,71,1744896
pubmedqa_17208539,oracle,0.0," Yes.

CONCLUSION:
The long-term outcome of the transanal pull-through is better than that of",0.0,0.8837630748748779,343,343,8429568
pubmedqa_17208539,random,0.3, The long-term results of the transanal pull-through are equal to those of the transabdominal,0.0,0.8868870735168457,343,240,5898240
pubmedqa_17208539,random,0.5, Yes. The long-term outcome of the transanal pull-through was similar to that of the transab,0.0,0.8982748985290527,343,171,4202496
pubmedqa_17208539,random,0.7, The transanal pull-through remains the treatment in the treatment in the treatment in the treatment in the treatment,0.0,0.8931410312652588,343,102,2506752
pubmedqa_17208539,knorm,0.3," Yes.

Are there any differences in the long-term results of the transanal pull-through compared to the",0.0,0.8850760459899902,343,240,5898240
pubmedqa_17208539,knorm,0.5," Yes.

Are there any differences in the long-term results of the transanal pull-through compared to the",0.0,0.9012088775634766,343,171,4202496
pubmedqa_17208539,knorm,0.7," Yes.

Are there any differences in the long-term results of the transanal pull-through and the trans",0.0,0.87288498878479,343,102,2506752
pubmedqa_17208539,snapkv,0.3," Yes.

CONCLUSION:
The long-term outcome of the transanal pull-through was significantly better than that",0.0,0.9111311435699463,343,240,5898240
pubmedqa_17208539,snapkv,0.5," Yes.

Are there any differences in the long-term outcomes between the transanal pull-through and the trans",0.0,0.8864057064056396,343,171,4202496
pubmedqa_17208539,snapkv,0.7," No

Are the long-term results of the transanal pull-through better than those of the transanal",1.0,0.8760581016540527,343,102,2506752
pubmedqa_17208539,domain_aware,0.3," Yes
The long-term results of the transanal pull-through were found to be equal to those of",0.0,0.8872280120849609,343,240,5898240
pubmedqa_17208539,domain_aware,0.5," No, the long-term results of the transanal pull-through are not equal to those of the trans",1.0,0.8811728954315186,343,172,4227072
pubmedqa_17208539,domain_aware,0.7," No, the long-term results of the transanal pull-through are not equal to those of the trans",1.0,0.8681759834289551,343,103,2531328
pubmedqa_10808977,oracle,0.0," Yes.

CONCLUSION:
Tailored telephone counseling was more effective than tailored print materials in promoting mammography",1.0,0.8666248321533203,296,296,7274496
pubmedqa_10808977,random,0.3," Yes, tailored interventions increase mammography use among HMO women. Can this intervention increase mammography use",1.0,0.8904600143432617,296,207,5087232
pubmedqa_10808977,random,0.5," Compared to HMO women, those with HMO women, those with HMO women, those with",0.0,0.8512136936187744,296,148,3637248
pubmedqa_10808977,random,0.7," Yes.
Explanation: The study found that tailored telephone materials and print materials were more effective than print materials",1.0,0.8423750400543213,296,88,2162688
pubmedqa_10808977,knorm,0.3," Yes

Can tailored interventions increase mammography use among HMO women? Yes

Can tailored interventions increase",1.0,0.8536429405212402,296,207,5087232
pubmedqa_10808977,knorm,0.5," Yes

Can you summarize the findings of the study on the efficacy of telephone counseling for mammography screening",1.0,0.8585810661315918,296,148,3637248
pubmedqa_10808977,knorm,0.7," Yes.
Explanation: The randomized controlled trial found that women who received a tailored telephone counseling intervention were more",1.0,0.8446593284606934,296,88,2162688
pubmedqa_10808977,snapkv,0.3," Yes.

Can tailored interventions increase mammography use among non-HMO women?
Answer: No.

Can",1.0,0.8584237098693848,296,207,5087232
pubmedqa_10808977,snapkv,0.5," Yes, the study found that tailored interventions increased mammography use among HMO women. The study found",1.0,0.8540699481964111,296,148,3637248
pubmedqa_10808977,snapkv,0.7," Yes.
Question: What is the most likely cause of the increase in mammography use among HMO",1.0,0.8848540782928467,296,88,2162688
pubmedqa_10808977,domain_aware,0.3," Yes
Explanation: The study found that women who were randomized to telephone counseling had a higher proportion of",1.0,0.8547067642211914,296,207,5087232
pubmedqa_10808977,domain_aware,0.5," Yes
Explanation: The study found that women who were off-schedule during the previous year were more",1.0,0.8454110622406006,296,148,3637248
pubmedqa_10808977,domain_aware,0.7," Yes.
Explanation: The study found that women who received tailored interventions (those who received mammography counseling",1.0,0.8636510372161865,296,89,2187264
pubmedqa_23831910,oracle,0.0, The authors conclude that the use of double balloon enteroscopy (DBE) in a community setting,0.0,0.8883888721466064,325,325,7987200
pubmedqa_23831910,random,0.3, The results of the study suggest that the use of double balloon enteroscopy is efficacious and safe,0.0,0.8735122680664062,325,227,5578752
pubmedqa_23831910,random,0.5, The mean time per DBE was 100.7±10.3 minutes with,0.0,0.8842899799346924,325,162,3981312
pubmedqa_23831910,random,0.7, The answer is to the community is to the community is to the community is to the community is to,0.0,0.8640561103820801,325,97,2383872
pubmedqa_23831910,knorm,0.3," Yes, it is efficacious and safe in a community setting.

The authors conclude that the use of",1.0,0.871229887008667,325,227,5578752
pubmedqa_23831910,knorm,0.5," Yes, it is efficacious and safe in a community setting.

The authors conclude that the use of",1.0,0.8839201927185059,325,162,3981312
pubmedqa_23831910,knorm,0.7," Yes, it is efficacious and safe in a community setting. The authors found that the use of",1.0,0.877047061920166,325,97,2383872
pubmedqa_23831910,snapkv,0.3, The authors conclude that the use of double balloon enteroscopy (DBE) in a community setting,0.0,0.875744104385376,325,227,5578752
pubmedqa_23831910,snapkv,0.5, The authors conclude that the use of double balloon enteroscopy (DBE) in a community setting,0.0,0.8676638603210449,325,162,3981312
pubmedqa_23831910,snapkv,0.7, The authors of this study suggest that double balloon enteroscopy (DBE) is efficacious and,0.0,0.8655800819396973,325,97,2383872
pubmedqa_23831910,domain_aware,0.3," Yes, it is efficacious and safe in a community setting. The authors note that the use of",1.0,0.868617057800293,325,227,5578752
pubmedqa_23831910,domain_aware,0.5," Yes, it is efficacious and safe in a community setting. The authors note that the use of",1.0,0.8609120845794678,325,162,3981312
pubmedqa_23831910,domain_aware,0.7," Yes, it is efficacious and safe in a community setting. The study was conducted in a community",1.0,0.8568930625915527,325,98,2408448
pubmedqa_26037986,oracle,0.0," Yes.

CONCLUSION:
The 30-day mortality in emergency laparotomy is 12",0.0,0.8409910202026367,270,270,6635520
pubmedqa_26037986,random,0.3," The aim of this study was to analyse the 30-day mortality, age-related 30",0.0,0.8327841758728027,270,189,4644864
pubmedqa_26037986,random,0.5, The area of emergency general surgery laparotomies is the best area to be studied. The,0.0,0.827678918838501,270,135,3317760
pubmedqa_26037986,random,0.7,::::::::::::::::::::,0.0,0.8269820213317871,270,81,1990656
pubmedqa_26037986,knorm,0.3," Yes.

CONCLUSION:
The 30-day mortality, age-related mortality and 1-year mortality",0.0,0.8312809467315674,270,189,4644864
pubmedqa_26037986,knorm,0.5," Yes.

1. The 30-day mortality was 1.0% (95%",0.0,0.8272278308868408,270,135,3317760
pubmedqa_26037986,knorm,0.7, 100% 100% 100% 100%,0.0,0.8250789642333984,270,81,1990656
pubmedqa_26037986,snapkv,0.3, The 30-day mortality in emergency general surgery laparotomies is 14-,0.0,0.840350866317749,270,189,4644864
pubmedqa_26037986,snapkv,0.5, The results of this study suggest that emergency general surgery laparotomies are associated with a higher,0.0,0.8357479572296143,270,135,3317760
pubmedqa_26037986,snapkv,0.7, The authors conclude that the mortality rate in emergency general surgery laparotomies is 30,0.0,0.8325228691101074,270,81,1990656
pubmedqa_26037986,domain_aware,0.3," The 30-day mortality was 12, 4% in those aged<70",0.0,0.8315651416778564,270,189,4644864
pubmedqa_26037986,domain_aware,0.5, The mortality rate in emergency general surgery laparotomies is 130-day mortality is,0.0,0.8280601501464844,270,135,3317760
pubmedqa_26037986,domain_aware,0.7, The mortality rate in emergency general surgery laparotomies was 10.5% (,0.0,0.825880765914917,270,81,1990656
pubmedqa_26852225,oracle,0.0," Yes.

CONCLUSION:
The CHOPIT model is a more appropriate model for estimating the association between",0.0,0.8632869720458984,306,306,7520256
pubmedqa_26852225,random,0.3," Yes, adjustment for reporting heterogeneity is necessary in sleep disorders. The CHOPIT model provides two",0.0,0.8486766815185547,306,214,5259264
pubmedqa_26852225,random,0.5," Yes

The prevalence of sleep disorders in adult Japanese was 50%.
Is adjustment for reporting",0.0,0.8422191143035889,306,153,3760128
pubmedqa_26852225,random,0.7, Sleep disorders are reported in the research. The order is reported in the research. Answer. The order,0.0,0.8393402099609375,306,91,2236416
pubmedqa_26852225,knorm,0.3," Yes

Is adjustment for reporting heterogeneity necessary in energy-related problems?
Answer: Yes

Is adjustment",0.0,0.846419095993042,306,214,5259264
pubmedqa_26852225,knorm,0.5," Yes

Is adjustment for reporting heterogeneity necessary in energy-related problems?
Answer: Yes

Is adjustment",0.0,0.8432052135467529,306,153,3760128
pubmedqa_26852225,knorm,0.7," Yes

Is adjustment for reporting heterogeneity necessary in sleep disorders? Yes

Is adjustment for reporting heter",0.0,0.8412926197052002,306,91,2236416
pubmedqa_26852225,snapkv,0.3," Yes.

CONCLUSION:
The CHOPIT model is a more appropriate model for adjusting for reporting heter",0.0,0.8543140888214111,306,214,5259264
pubmedqa_26852225,snapkv,0.5," Yes.

CONCLUSION:
The CHOPIT model is a more appropriate model for adjusting for reporting heter",0.0,0.852247953414917,306,153,3760128
pubmedqa_26852225,snapkv,0.7," Yes

What is the relationship between anchoring and anchoring bias?
Answer: The anchoring bias",0.0,0.8483572006225586,306,91,2236416
pubmedqa_26852225,domain_aware,0.3," Yes

What is the relationship between age, sex, and the number of comorbidities and",0.0,0.8465039730072021,306,214,5259264
pubmedqa_26852225,domain_aware,0.5," Yes

Is adjustment for reporting heterogeneity necessary in the study of sleep disorders?
Answer: Yes

",0.0,0.8455629348754883,306,153,3760128
pubmedqa_26852225,domain_aware,0.7," Yes, it is necessary to adjust for reporting heterogeneity in sleep disorders. The reported data in the",0.0,0.8427712917327881,306,92,2260992
pubmedqa_17113061,oracle,0.0," Yes

Do mutations causing low HDL-C promote increased carotid intima-media thickness in the",0.0,0.792104959487915,219,219,5382144
pubmedqa_17113061,random,0.3," Yes
Answer: No
Answer: Yes
Answer: No
Answer: Yes
Answer:",0.0,0.7928581237792969,219,153,3760128
pubmedqa_17113061,random,0.5, Carotid intima-media thickness (cIMT) is a measure of intima-media thickness,0.0,0.7906990051269531,219,109,2678784
pubmedqa_17113061,random,0.7, Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer:,0.0,0.789736270904541,219,65,1597440
pubmedqa_17113061,knorm,0.3," Yes

What is the significance of the study?
The study suggests that mutations in LCAT, ABC",0.0,0.7916309833526611,219,153,3760128
pubmedqa_17113061,knorm,0.5," Yes

Do mutations causing low HDL-C promote increased atherosclerosis?
Answer: Yes

Do",0.0,0.7932040691375732,219,109,2678784
pubmedqa_17113061,knorm,0.7," Yes

Do mutations causing low HDL-C promote increased carotid intima-media thickness?
Answer",0.0,0.7881481647491455,219,65,1597440
pubmedqa_17113061,snapkv,0.3," Yes

What is the significance of the study?
The study suggests that mutations causing low HDL-C",0.0,0.7994859218597412,219,153,3760128
pubmedqa_17113061,snapkv,0.5," Yes

What is the significance of the study?
The study suggests that mutations causing low HDL-C",0.0,0.7976748943328857,219,109,2678784
pubmedqa_17113061,snapkv,0.7," Yes

The authors conclude that the low HDL-C levels in the study population may be associated with",0.0,0.7963762283325195,219,65,1597440
pubmedqa_17113061,domain_aware,0.3," Yes

Do mutations causing low HDL-C promote increased carotid intima-media thickness in the",0.0,0.7933180332183838,219,153,3760128
pubmedqa_17113061,domain_aware,0.5," Yes

Do mutations causing low HDL-C promote increased carotid intima-media thickness?
Answer",0.0,0.7919940948486328,219,110,2703360
pubmedqa_17113061,domain_aware,0.7," Yes

Do mutations causing low HDL-C promote increased carotid intima-media thickness?
Answer",0.0,0.789668083190918,219,66,1622016
pubmedqa_10966337,oracle,0.0, Yes. The short stay ward was developed through reallocation of resources from within the hospital to the short,1.0,0.9716291427612305,503,503,12361728
pubmedqa_10966337,random,0.3, The short stay ward in a general and academic children's hospital is a useful addition to the emergency service,0.0,0.9663529396057129,503,352,8650752
pubmedqa_10966337,random,0.5, Yes. The short stay ward is effective in a general and academic children's hospital. The short stay,1.0,0.9616749286651611,503,251,6168576
pubmedqa_10966337,random,0.7, The usefulness of the hospital service is often discussed in the following terms: 1. 2.,0.0,0.9503848552703857,503,150,3686400
pubmedqa_10966337,knorm,0.3, Yes. The short stay ward was developed through reallocation of resources from within the hospital to a short,1.0,0.9672513008117676,503,352,8650752
pubmedqa_10966337,knorm,0.5, Yes. The short stay or 23-hour ward is a useful addition to the emergency service in,1.0,0.9630038738250732,503,251,6168576
pubmedqa_10966337,knorm,0.7, Yes. The short stay ward was effective in reducing the length of stay of patients admitted to the hospital,1.0,0.9507849216461182,503,150,3686400
pubmedqa_10966337,snapkv,0.3, Yes. The short stay ward was developed through reallocation of resources from within the hospital to the short,1.0,0.9773790836334229,503,352,8650752
pubmedqa_10966337,snapkv,0.5, Yes. The short stay ward was developed through reallocation of resources from within the hospital to the short,1.0,0.9729940891265869,503,251,6168576
pubmedqa_10966337,snapkv,0.7, Yes. The short stay or 23-hour ward in a general and academic children's hospital is,1.0,0.9619231224060059,503,150,3686400
pubmedqa_10966337,domain_aware,0.3, Yes. The short stay or 23-hour ward in a general and academic children's hospital is,1.0,0.9674391746520996,503,352,8650752
pubmedqa_10966337,domain_aware,0.5, Yes. The short stay or 23-hour ward in a general and academic children's hospital is,1.0,0.9645540714263916,503,252,6193152
pubmedqa_10966337,domain_aware,0.7, Yes. The short stay or 23-hour ward is effective in a general and academic children's,1.0,0.9515230655670166,503,151,3710976
pubmedqa_25432938,oracle,0.0," Yes

Did the law reform reduce traffic fatalities and injuries?
Answer: Yes

Did the law reform",1.0,0.8390319347381592,277,277,6807552
pubmedqa_25432938,random,0.3," Yes, the law reform did push police enforcement. The law reform was associated with a 59",1.0,0.828671932220459,277,193,4743168
pubmedqa_25432938,random,0.5," Yes, the traffic law reform in Chile's traffic law reform in Chile's traffic law reform in Chile",1.0,0.8286318778991699,277,138,3391488
pubmedqa_25432938,random,0.7, (interaction with new) (new) (new) (new) (new) (new),0.0,0.8246631622314453,277,83,2039808
pubmedqa_25432938,knorm,0.3," Yes.

Did the reduction of traffic fatalities and injuries during 2000-201",1.0,0.828977108001709,277,193,4743168
pubmedqa_25432938,knorm,0.5," Yes

Did the police enforcement increase the number of traffic fatalities?
Answer: Yes

Did the police",1.0,0.8266160488128662,277,138,3391488
pubmedqa_25432938,knorm,0.7," Yes

Did the police enforcement increase the number of traffic fatalities?
Answer: Yes

Did the police",1.0,0.8237240314483643,277,83,2039808
pubmedqa_25432938,snapkv,0.3," Yes

Did the law reform reduce traffic fatalities and injuries?
Answer: Yes

Did the law reform",1.0,0.8466048240661621,277,193,4743168
pubmedqa_25432938,snapkv,0.5," Yes

Did the law reform reduce traffic fatalities and injuries?
Answer: Yes

Did the law reform",1.0,0.8365671634674072,277,138,3391488
pubmedqa_25432938,snapkv,0.7," Yes
Explain the reasoning: The reduction in traffic fatalities and severe injuries in Chile's traffic law",1.0,0.833054780960083,277,83,2039808
pubmedqa_25432938,domain_aware,0.3," Yes

Did the law reform reduce traffic fatalities and severe injuries?
Answer: Yes

Did the law",1.0,0.8318541049957275,277,194,4767744
pubmedqa_25432938,domain_aware,0.5," Yes
Did the law reform reduce traffic fatalities?
Answer: Yes
Did the law reform reduce traffic",1.0,0.8271501064300537,277,138,3391488
pubmedqa_25432938,domain_aware,0.7," Yes
Did the law reform increase police enforcement?
Answer: Yes
Did the law reform decrease police",1.0,0.8264079093933105,277,83,2039808
pubmedqa_18847643,oracle,0.0, Yes. The incidence of complications using therapeutic anticoagulation in trauma patients is low. The most,0.0,0.8932838439941406,376,376,9240576
pubmedqa_18847643,random,0.3, Yes. The most common complication was a sudden drop in hemoglobin concentration. The most frequent complication was,0.0,0.8933207988739014,376,263,6463488
pubmedqa_18847643,random,0.5, Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer:,0.0,0.8784270286560059,376,188,4620288
pubmedqa_18847643,random,0.7,Answer:Answer:Answer:Answer:Answer:Answer:Answer:Answer:Answer:Answer:,0.0,0.875556230545044,376,112,2752512
pubmedqa_18847643,knorm,0.3," Yes.

CONCLUSION:
The incidence of anticoagulation-related complications in trauma patients is high.",0.0,0.8935830593109131,376,263,6463488
pubmedqa_18847643,knorm,0.5," Yes.

Therapeutic anticoagulation in the trauma patient: is it effective?
Answer:",0.0,0.8806478977203369,376,188,4620288
pubmedqa_18847643,knorm,0.7," Yes.
Therapeutic anticoagulation in the trauma patient: is it safe?
Answer:",0.0,0.8791208267211914,376,112,2752512
pubmedqa_18847643,snapkv,0.3, Yes. The incidence of complications using therapeutic anticoagulation in trauma patients is low. The most,0.0,0.902008056640625,376,263,6463488
